landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,gesture_label
0.0,0.0,0.0,-0.2727368040985122,-0.0786272986819297,-0.0482107084118372,-0.5038386328697402,-0.3738896657489103,-0.0697103240444873,-0.5426390686282416,-0.7157238777543548,-0.1022688374109947,-0.468334923587166,-0.9442376149418512,-0.1260731207204019,-0.385842935860865,-0.7337266781727425,0.0154280351152196,-0.4852776409483951,-0.9751185245753152,-0.1059624843417634,-0.4855803888822025,-0.8571166237153375,-0.1830843216184713,-0.4437490616675207,-0.7400601897633975,-0.2181978668277955,-0.2111291505314839,-0.7795061362291256,-0.0144388853477644,-0.2818043528700876,-1.0,-0.1273837424269324,-0.2832061130267225,-0.7582084704901415,-0.1586908760181805,-0.2456520309547354,-0.6272805356653196,-0.1520427807090364,-0.0262764113451065,-0.7751704197897887,-0.0646339695654309,-0.0911733467667389,-0.9761334746157024,-0.180993468700614,-0.1093360514472964,-0.7098368883468101,-0.1434669549919643,-0.0864211968221393,-0.5761862383693301,-0.089260738128284,0.1712445917928013,-0.7237316536613269,-0.1206342335392953,0.0841949448539675,-0.8873121628982407,-0.1852862428581,0.0470289136684488,-0.6745393020171202,-0.135656762049093,0.059299510764302,-0.5499230102078166,-0.0816386575830647,fist
0.0,0.0,0.0,-0.2782474796365586,-0.0711928780706233,-0.0651016812270737,-0.5140971227830546,-0.3473525512891343,-0.0986910256748649,-0.5416944380463338,-0.6857200612715292,-0.1400121004071241,-0.4512055382761825,-0.911774474384023,-0.1686414902045447,-0.4197096528429893,-0.735910850247164,0.003294127664526,-0.5485145197739203,-0.9897341195761248,-0.1390632091415384,-0.5200567615323036,-0.872076032104735,-0.2281814322671917,-0.4522109454403126,-0.7761124793224696,-0.2685434682408598,-0.2422077723353569,-0.7868589965579059,-0.0265947640193416,-0.298730919089045,-1.0,-0.168268066488726,-0.2750266975708834,-0.7234281452798855,-0.1982016306104122,-0.2379368052792735,-0.6143856015127818,-0.1842397271984385,-0.0528320364407748,-0.775229647430993,-0.0816263551381913,-0.1001138774215059,-0.9743162119891824,-0.2180709051290908,-0.1031851853044972,-0.6846979026903742,-0.1673079706996135,-0.0869942964646456,-0.5791688075729291,-0.0991133848703458,0.1508471545946398,-0.7174925061569511,-0.1450748839933125,0.0805205180697857,-0.8756086482411818,-0.2148867063864135,0.0512677118047557,-0.6475722525662687,-0.1553883911923951,0.0545526002548148,-0.5400584366740061,-0.0923471613645642,fist
0.0,0.0,0.0,-0.2820895203057255,-0.0912015409744337,-0.0679572621668785,-0.5133467442358407,-0.3742971239510041,-0.1032580271338164,-0.5069448538832794,-0.7084639431875103,-0.1473069030792663,-0.3659226321473934,-0.8944651690814076,-0.1787213324677941,-0.4175953828256282,-0.7366552564569706,-0.0042112356601894,-0.5624086316257434,-0.982707481235543,-0.1510527104029126,-0.5246460039468361,-0.8628509562250046,-0.2372569698697418,-0.4447855330801082,-0.8035159603839959,-0.2765157278821082,-0.2439643180928448,-0.7853286011368181,-0.0349496484283088,-0.2945640441367533,-1.0,-0.187552880502632,-0.2768207570327619,-0.7071870928692205,-0.2103476719724618,-0.2502966333321302,-0.6186723598490187,-0.1884569486705641,-0.0616314645447019,-0.7715574650421804,-0.0920465325084939,-0.0999774779152095,-0.9718779352000914,-0.2382277141878967,-0.1103405767123603,-0.670513168723406,-0.1828750565573932,-0.1014062175652989,-0.5825076732693885,-0.1080858622094402,0.1342959741650945,-0.7136489223451908,-0.15839420163604,0.0726890078997151,-0.8648178414108788,-0.2297058244036955,0.040950670428078,-0.6352967288754195,-0.1690082750972336,0.0416810457956134,-0.5406789845103913,-0.1042204828674672,fist
0.0,0.0,0.0,-0.2891572049177034,-0.1246972193101526,-0.0396361131587041,-0.5043818289745639,-0.401074582858183,-0.0692437790006749,-0.5220348329274032,-0.705019637508316,-0.1136077136802262,-0.4319261661025985,-0.9028966429120688,-0.1540886438518438,-0.3798613063989722,-0.7604855759621763,0.0258313839978953,-0.4907165035916945,-0.9893326847785264,-0.0885314256985547,-0.5429823975046421,-0.9418874445134748,-0.1723629201912008,-0.5406033259993075,-0.8817583792175302,-0.2184985834432309,-0.2152629639143594,-0.7999441238250709,-0.0157293132474192,-0.290936174305661,-1.0,-0.1338820595314119,-0.3063968051896831,-0.7612525398071905,-0.1680414452368794,-0.2719772814673963,-0.6463068132093811,-0.1649817370765408,-0.0371986633058725,-0.7848457212468989,-0.0772465314273795,-0.1096166531004692,-0.9767743811071852,-0.1906368214667345,-0.1353627008862674,-0.7195847826771856,-0.1478243799662726,-0.1093102676305418,-0.602823247089213,-0.0927058652156792,0.1537354939898939,-0.726026212127097,-0.146010112905161,0.0567923308282959,-0.885675712483741,-0.2010860162380448,0.0161154089720934,-0.6792897591406805,-0.1428460119806537,0.0311826395791683,-0.563150162719356,-0.0865324709597566,fist
0.0,0.0,0.0,-0.2898410279965494,-0.1123467975935739,-0.0431378763786099,-0.5293094128454756,-0.3822736133361714,-0.0691914700445866,-0.5914064513057214,-0.6985287527587636,-0.1110065358610546,-0.5465516855065482,-0.9072617800607208,-0.1414086339743124,-0.4211826833667559,-0.7642512197376233,0.0444238024909761,-0.5317450370262489,-0.9943471602939694,-0.0796222244649102,-0.5346897021095439,-0.8418438973907978,-0.1612841824011169,-0.4996516535777103,-0.7425480122898018,-0.2008042918799207,-0.2594400129955971,-0.8046060149449368,0.006342355394076,-0.3358472625222661,-1.0,-0.114999095689115,-0.3274099270678123,-0.7342937775176169,-0.1443157949264639,-0.2815962458408487,-0.6407286286844198,-0.1353886082561936,-0.0835145668320991,-0.795885626141316,-0.0557822990110445,-0.1543766314515858,-0.9847903899799464,-0.1713360991466721,-0.1627043865742037,-0.7141021134650071,-0.1223220617486203,-0.1288192071565409,-0.6129076528383056,-0.060243605775757,0.1059452756523005,-0.74515063269513,-0.1257715775120836,0.0139240541781965,-0.9048151278273826,-0.1759845217675535,-0.0190043103931168,-0.6964542535373791,-0.1146409793750193,0.0002352651213855,-0.5932238043490439,-0.0543843565918329,fist
0.0,0.0,0.0,-0.2927900034700091,-0.1139865322993964,-0.0444110869733399,-0.5218204045246596,-0.3680986382755071,-0.0750898915107398,-0.554430141747694,-0.6803834868219508,-0.1212555144372642,-0.4532525164825432,-0.8762226700485947,-0.1540699336499351,-0.4571555507804616,-0.7241433505769072,0.0333967296713427,-0.5877099246616015,-0.9839316074272714,-0.1004134206315934,-0.571275293680373,-0.8309414105659599,-0.1823327449162851,-0.5190473010153044,-0.7304340124775139,-0.2190243480387126,-0.2919954584985459,-0.7772936542390009,-0.0065989364469947,-0.3603560897207877,-1.0,-0.1390233743672252,-0.3371603855630198,-0.7316378079996051,-0.1652922688571701,-0.2951961426275373,-0.640992712980883,-0.1501542066866577,-0.112171311010092,-0.7788466285014062,-0.0708221614338914,-0.1694177498951012,-0.971874777679856,-0.1936438493809818,-0.1657535509517843,-0.6959620491347481,-0.139362752872624,-0.1360327051987705,-0.6059918999243568,-0.0701783234314116,0.0840733115647127,-0.7378796502114673,-0.1432159693097232,0.0110151010730894,-0.8896900076804805,-0.1921258338269201,-0.0147054339761803,-0.6782071087274358,-0.1254310497115764,-0.0036199164003664,-0.5875768955469185,-0.0603309192141891,fist
0.0,0.0,0.0,-0.2828514238501873,-0.090182423755015,-0.0571908265898084,-0.5103110315354104,-0.3473540005179498,-0.0996209336947076,-0.5411328389680286,-0.6606876826901238,-0.1557150368584863,-0.4591174149828557,-0.871245858960665,-0.1915260810013874,-0.4576496376436543,-0.757063891729524,0.0026687744637441,-0.6385733856439926,-1.0,-0.1612872278242428,-0.5947979028718916,-0.7634480216856424,-0.2419324877300336,-0.5163175055292852,-0.6508464460716007,-0.2684735070067921,-0.2889215988497418,-0.8002808531839697,-0.0363599638032913,-0.3890713341303543,-0.988115970714221,-0.1918430693391741,-0.3480209652143216,-0.6700621577729825,-0.2059853561521938,-0.3020724439687091,-0.6214338338033178,-0.1768568389940625,-0.1049417192673929,-0.793679267711439,-0.1031961289401859,-0.1932912224185072,-0.96325380945285,-0.2493075143195159,-0.1744444457083533,-0.6369291034348872,-0.1777662135070626,-0.1421161853259425,-0.5856613586286994,-0.0911242610769262,0.0942589089458583,-0.7538519201871899,-0.178611294557113,-0.0106464097468605,-0.8786110981560454,-0.236324927065253,-0.0249226392995012,-0.6392445212395458,-0.1603437988673582,-0.0016183088823848,-0.573498637443072,-0.0845452541509585,fist
0.0,0.0,0.0,-0.3021090690714064,-0.1454957581876012,-0.0346015549904683,-0.5155512772747555,-0.4041403431260052,-0.074238794471115,-0.5174227071788318,-0.6938754642567381,-0.1339686346784717,-0.412348308778685,-0.8908260064277227,-0.1778612966320347,-0.4695343229973553,-0.7508020345743336,0.0168194437574287,-0.6582652626936267,-0.9824259187509456,-0.1335546451962512,-0.6304544026390023,-0.7197065384250725,-0.2152132419176052,-0.5434250906289053,-0.577085456814895,-0.2461683569781138,-0.310393341753814,-0.8010494505798476,-0.0320201239436942,-0.4347070315592521,-1.0,-0.17388274348581,-0.4012311376176297,-0.6885198553752866,-0.1969636288419378,-0.3246852668866979,-0.607314486641596,-0.1758871264662138,-0.1303289729588871,-0.8017873395573162,-0.1038573203680994,-0.2361095929191654,-0.9736962037825012,-0.2272577581033754,-0.2235815047784415,-0.6675373298758618,-0.1631687119011858,-0.1626854427744015,-0.5904582637747066,-0.0851186328852565,0.0685839952491243,-0.7606879918107295,-0.1833854367424243,-0.0523855389784892,-0.8969357195304599,-0.2260410902062579,-0.0721864501225777,-0.6832922515362035,-0.1511789579322187,-0.0304842768411407,-0.6096973644124235,-0.0782920569686326,fist
0.0,0.0,0.0,-0.2866957192266435,-0.1013614285859377,-0.0578285802141859,-0.5215589474514817,-0.3609805317118484,-0.0982315929296289,-0.5460601306740188,-0.6873274874040902,-0.1547601082412082,-0.4279339739167596,-0.9054123153582988,-0.1890910669913127,-0.4653048995335079,-0.7429016413550534,0.0124288872972439,-0.6538974467549858,-0.9866906019551884,-0.14641482972492,-0.6130909178978717,-0.710871623675076,-0.2154002388605387,-0.5273149012600988,-0.6131895523285928,-0.2359851468941861,-0.3053936822400993,-0.7979931702004486,-0.0255442965828724,-0.4285171866100928,-1.0,-0.1807120476870897,-0.3900567899942108,-0.6640101126659109,-0.1866540274969147,-0.3210150322778733,-0.6310519547586327,-0.1486171974004835,-0.1283532776709618,-0.803945416291986,-0.0926653822242188,-0.2385105536887714,-0.9760017547162884,-0.2407977746794857,-0.2201219707510826,-0.6401761278895982,-0.1695786619049792,-0.1637132327952255,-0.6025196507130195,-0.0799011164139985,0.0715542989377169,-0.7810395717429739,-0.1688898688661872,-0.0510031805209304,-0.9043658138141328,-0.2294250295016351,-0.0634787758236658,-0.6710965570528892,-0.1598708610348087,-0.0180295926730047,-0.6188714814852431,-0.0871446251453918,fist
0.0,0.0,0.0,-0.2881064446053584,-0.0904942706149878,-0.0587036618703897,-0.5294413055629661,-0.3538979032483453,-0.0956332864471965,-0.5593212870155113,-0.6893293380083082,-0.1483225532590033,-0.4410113920754094,-0.8984671751337068,-0.1779167998956892,-0.4948557808351436,-0.7134525420176073,0.0205416411092517,-0.6745656116213778,-0.9808906033639492,-0.1387721598203243,-0.6207545701690868,-0.7171523066808948,-0.2093079552766742,-0.5360694799090413,-0.6120582672739052,-0.2292353782364542,-0.3284809031086042,-0.7782455663960771,-0.0157333549183495,-0.4376425200401438,-1.0,-0.1706362440357733,-0.3950675362374074,-0.6658792335200783,-0.1765946560727221,-0.3373552568060266,-0.6181636034782829,-0.1369785014460214,-0.1492208639810968,-0.793709586239313,-0.0820538484962138,-0.2482397385571096,-0.97852612046953,-0.2324865422162807,-0.2266894381137492,-0.637476061397157,-0.1620279988743088,-0.1774914408577562,-0.5845235146156484,-0.0706839612041581,0.0516851506027922,-0.7795324151708017,-0.1574274723242942,-0.0614352681123518,-0.9102139626764232,-0.2197073776139711,-0.0743200325215645,-0.6646664237077125,-0.1490089395978819,-0.0366097856879708,-0.5927418394374786,-0.0738995572039104,fist
